#*******************************************************************
#*** Atmospheric CO2 concentrations (ppmv) derived from in situ  ***
#*** air samples collected at Mauna Loa Observatory, Hawaii      ***
#***                                                             ***
#*** Source: C.D. Keeling                                        ***
#***         T.P. Whorf, and the Carbon Dioxide Research Group   ***
#***         Scripps Institution of Oceanography (SIO)           ***
#***         University of California                            ***
#***         La Jolla, California USA 92093-0444                 ***
#***                                                             ***
#*** May 2005                                                    ***
#***                                                             ***
#*******************************************************************
#Monthly values are expressed in parts per million (ppm) and reported in the 2003A SIO manometric mole 
#fraction scale.  The monthly values have been adjusted to the 15th of each month.  Missing values are 
#denoted by -99.99. 

1987.08 348.47
1987.15 349.42
1987.23 350.99
1987.31 351.84
1987.38 351.84
1987.46 351.25
1987.54 349.52
1987.61 348.10
1987.69 346.44
1987.77 346.36
1987.85 347.81
1987.92 348.96
1988 350.43
1988.08 351.72
1988.15 352.22
1988.23 353.59
1988.31 354.22
1988.38 354.22
1988.46 353.79
1988.54 352.39
1988.61 350.44
1988.69 348.72
1988.77 348.88
1988.85 350.07
1988.92 351.34
1989 352.76
1989.08 353.07
1989.15 353.68
1989.23 355.42
1989.31 355.67
1989.38 355.67
1989.46 355.13
1989.54 353.90
1989.61 351.67
1989.69 349.80
1989.77 349.99
1989.85 351.30
1989.92 352.53
1990 353.66
1990.08 354.70
1990.15 355.39
1990.23 356.20
1990.31 357.16
1990.38 357.16
1990.46 356.22
1990.54 354.82
1990.61 352.91
1990.69 350.96
1990.77 351.18
1990.85 352.83
1990.92 354.21
1991 354.72
1991.08 355.75
1991.15 357.16
1991.23 358.60
1991.31 359.34
1991.38 359.34
1991.46 358.24
1991.54 356.17
1991.61 354.03
1991.69 352.16
1991.77 352.21
1991.85 353.75
1991.92 354.99
1992 355.98
1992.08 356.72
1992.15 357.81
1992.23 359.15
1992.31 359.66
1992.38 359.66
1992.46 359.25
1992.54 357.03
1992.61 355.00
1992.69 353.01
1992.77 353.31
1992.85 354.16
1992.92 355.40
1993 356.70
1993.08 357.16
1993.15 358.38
1993.23 359.46
1993.31 360.28
1993.38 360.28
1993.46 359.60
1993.54 357.57
1993.61 355.52
1993.69 353.70
1993.77 353.98
1993.85 355.33
1993.92 356.80
1994 358.36
1994.08 358.91
1994.15 359.97
1994.23 361.26
1994.31 361.68
1994.38 361.68
1994.46 360.95
1994.54 359.55
1994.61 357.49
1994.69 355.84
1994.77 355.99
1994.85 357.58
1994.92 359.04
1995 359.96
1995.08 361.00
1995.15 361.64
1995.23 363.45
1995.31 363.79
1995.38 363.79
1995.46 363.26
1995.54 361.90
1995.61 359.46
1995.69 358.06
1995.77 357.75
1995.85 359.56
1995.92 360.70
1996 362.05
1996.08 363.25
1996.15 364.03
1996.23 364.72
1996.31 365.41
1996.38 365.41
1996.46 364.97
1996.54 363.65
1996.61 361.49
1996.69 359.46
1996.77 359.60
1996.85 360.76
1996.92 362.33
1997 363.18
1997.08 364.00
1997.15 364.57
1997.23 366.35
1997.31 366.79
1997.38 366.79
1997.46 365.62
1997.54 364.47
1997.61 362.51
1997.69 360.19
1997.77 360.77
1997.85 362.43
1997.92 364.28
1998 365.32
1998.08 366.15
1998.15 367.31
1998.23 368.61
1998.31 369.29
1998.38 369.29
1998.46 368.87
1998.54 367.64
1998.61 365.77
1998.69 363.90
1998.77 364.23
1998.85 365.46
1998.92 366.97
1999 368.15
1999.08 368.87
1999.15 369.59
1999.23 371.14
1999.31 371.00
1999.38 371.00
1999.46 370.35
1999.54 369.27
1999.61 366.94
1999.69 364.63
1999.77 365.12
1999.85 366.67
1999.92 368.01
2000 369.14
2000.08 369.46
2000.15 370.52
2000.23 371.66
2000.31 371.82
2000.38 371.82
2000.46 371.70
2000.54 370.12
2000.61 368.12
2000.69 366.62
2000.77 366.73
2000.85 368.29
2000.92 369.53
2001 370.28
2001.08 371.50
2001.15 372.12
2001.23 372.87
2001.31 374.02
2001.38 374.02
2001.46 373.30
2001.54 371.62
2001.61 369.55
2001.69 367.96
2001.77 368.09
2001.85 369.68
2001.92 371.24
2002 372.43
2002.08 373.09
2002.15 373.52
2002.23 374.86
2002.31 375.55
2002.38 375.55
2002.46 375.40
2002.54 374.02
2002.61 371.49
2002.69 370.71
2002.77 370.24
2002.85 372.08
2002.92 373.78
2003 374.68
2003.08 375.63
2003.15 376.11
2003.23 377.65
2003.31 378.35
2003.38 378.35
2003.46 378.13
2003.54 376.62
2003.61 374.50
2003.69 372.99
2003.77 373.00
2003.85 374.35
2003.92 375.70
2004 376.79
2004.08 377.37
2004.15 378.41
2004.23 380.52
2004.31 380.63
2004.38 380.63
2004.46 379.57
2004.54 377.79
2004.61 375.86
2004.69 374.06
2004.77 374.24
2004.85 375.86
2004.92 377.48
